"claim_id","source_path","source_lines","section","atomic_claim","claim_class","domain","stated_maturity_or_target_version","normativity","expected_evidence","corroborating_or_related_sources","potential_conflict_or_drift","review_risk","initial_notes"
"CQL-WP-87A261E3E245","WHITEPAPER.md","261","4.3 Contexts","A context is a named, reusable predicate over entities that resolves to a membership set and optional scoring function:","behavior-semantics","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","SPEC.md:306-325; DECISIONS.md:1107-1403; docs/architecture/BITMAP_CONTEXT_STORAGE.md","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-0E2ADC98C68A","WHITEPAPER.md","276","4.3 Contexts","Evaluating a context against a database state produces a CONTEXT_RESULT containing the membership set (which entities are in the context), optional scores (how strongly each entity belongs), and operational metadata (evaluation timestamp, staleness, version).","behavior-semantics","language-semantics","architecture claim; maturity not stated locally","descriptive assertion","grammar/parser support, semantic implementation, and positive/negative conformance tests","SPEC.md:246-261; DECISIONS.md:53-80,604-645; SPEC.md:306-325; DECISIONS.md:1107-1403; docs/architecture/BITMAP_CONTEXT_STORAGE.md","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-53FB6AB68F6C","WHITEPAPER.md","280","4.4 Context Scores","A boolean context (no explicit score) assigns a default score of 1.0 to all members, allowing boolean and scored contexts to participate uniformly in ranking and composition.","behavior-semantics","language-semantics","architecture claim; maturity not stated locally","descriptive assertion","grammar/parser support, semantic implementation, and positive/negative conformance tests","SPEC.md:246-261; DECISIONS.md:53-80,604-645","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-74D95E21A771","WHITEPAPER.md","280","4.4 Context Scores","A context score quantifies the degree, urgency, or relevance of an entity's membership.","behavior-semantics","language-semantics","architecture claim; maturity not stated locally","descriptive assertion","grammar/parser support, semantic implementation, and positive/negative conformance tests","SPEC.md:246-261; DECISIONS.md:53-80,604-645; SPEC.md:306-325; DECISIONS.md:1107-1403; docs/architecture/BITMAP_CONTEXT_STORAGE.md","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-9A51E8EA195F","WHITEPAPER.md","280","4.4 Context Scores","The expected range is [0.0, 1.0], but the language does not enforce this; scores outside this range produce a warning (W100) but execution continues.","behavior-semantics","execution-optimization","architecture claim; maturity not stated locally","aspirational","execution implementation, plan inspection, correctness tests, and relevant benchmark","SPEC.md:246-261; DECISIONS.md:53-80,604-645; SPEC.md:528-551; DECISIONS.md:945-955","Warning-code collision: SPEC.md:323,547 and contextql/errors.py:158-163 assign W100 to stale snapshots, while score range uses W003 in contextql/errors.py:170-171. SPEC.md:246-249 recommends [0,1], and DECISIONS.md:70-78 requires a warning outside it; the implementation assigns that warning W003, not whitepaper W100.","high","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-9D81AE2A1434","WHITEPAPER.md","280","4.4 Context Scores","Scores are DOUBLE PRECISION values.","behavior-semantics","language-semantics","architecture claim; maturity not stated locally","descriptive assertion","grammar/parser support, semantic implementation, and positive/negative conformance tests","SPEC.md:246-261; DECISIONS.md:53-80,604-645","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-7DDD158DB3E2","WHITEPAPER.md","345","5.1 Design Decision: Static Typing with Engine-Delegated Coercion","Column types, expression types, and function return types within SQL subexpressions are resolved by the target engine's type system.","design-claim","language-semantics","architecture claim; maturity not stated locally","aspirational","grammar/parser support, semantic implementation, and positive/negative conformance tests","","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-E514851AC523","WHITEPAPER.md","345","5.1 Design Decision: Static Typing with Engine-Delegated Coercion","ContextQL introduces no new scalar types; it introduces new composite types that wrap engine-native scalars.","design-claim","language-semantics","architecture claim; maturity not stated locally","descriptive assertion","grammar/parser support, semantic implementation, and positive/negative conformance tests","","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-F341A2500DB6","WHITEPAPER.md","345","5.1 Design Decision: Static Typing with Engine-Delegated Coercion","Context definitions, context scores, and context membership have well-defined types within ContextQL itself.","behavior-semantics","language-semantics","architecture claim; maturity not stated locally","descriptive assertion","grammar/parser support, semantic implementation, and positive/negative conformance tests","SPEC.md:246-261; DECISIONS.md:53-80,604-645; SPEC.md:306-325; DECISIONS.md:1107-1403; docs/architecture/BITMAP_CONTEXT_STORAGE.md","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-F6EBE4149828","WHITEPAPER.md","345","5.1 Design Decision: Static Typing with Engine-Delegated Coercion","ContextQL is statically typed at the context layer and delegates value-level type checking to the underlying execution engine (DuckDB, Polars, Arrow).","architecture","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-915DE67A9B10","WHITEPAPER.md","369","5.2.1 Primitive ContextQL Types","Type 'ENTITY_ID': Domain = Engine-native key type (INTEGER, VARCHAR, UUID, composite); Description = The join key that identifies an entity within a context, resolved from the ON clause..","language-surface","language-semantics","architecture claim; maturity not stated locally","descriptive assertion","grammar/parser support, semantic implementation, and positive/negative conformance tests","","","normal","Normalized from one Markdown table row; split if individual cells can vary independently."
